Delivery_ID,Driver_ID,Timestamp,Order_Value_INR,Distance_Variance_Pct,Flag_Distance_Tampering,Flag_High_Value_Leakage,Flag_GPS_Spoofing,Total_Risk_Score,Risk_Category
DEL-10695,DRV-006,02-09-2026 09:40,11730,2.6,0,0,0,0,Low Risk
DEL-10869,DRV-006,02-09-2026 09:54,13274,2.01,0,0,0,0,Low Risk
DEL-10915,DRV-006,02-09-2026 10:11,21436,3.24,0,0,0,0,Low Risk
DEL-10988,DRV-006,02-09-2026 10:13,23166,3.83,0,0,0,0,Low Risk
DEL-10041,DRV-007,02-09-2026 08:12,6732,1.57,0,0,0,0,Low Risk
DEL-10059,DRV-007,02-09-2026 08:17,5593,3.44,0,0,0,0,Low Risk
DEL-10111,DRV-007,02-09-2026 08:30,10722,2.58,0,0,0,0,Low Risk
DEL-10116,DRV-007,02-09-2026 08:36,12368,3.79,0,0,0,0,Low Risk
DEL-10175,DRV-007,02-09-2026 08:42,23565,1.68,0,0,0,0,Low Risk
DEL-10221,DRV-007,02-09-2026 08:56,12710,3.37,0,0,0,0,Low Risk
DEL-10260,DRV-007,02-09-2026 08:59,13166,3.88,0,0,0,0,Low Risk
DEL-10438,DRV-007,02-09-2026 09:05,1894,4.61,0,0,0,0,Low Risk
DEL-10451,DRV-007,02-09-2026 09:11,10601,4.01,0,0,0,0,Low Risk
DEL-10452,DRV-007,02-09-2026 09:21,6640,3.12,0,0,0,0,Low Risk
DEL-10473,DRV-007,02-09-2026 09:31,17233,2.7,0,0,0,0,Low Risk
DEL-10499,DRV-007,02-09-2026 09:38,21919,4.47,0,0,0,0,Low Risk
DEL-10605,DRV-007,02-09-2026 09:52,2077,3.95,0,0,0,0,Low Risk
DEL-10607,DRV-007,02-09-2026 09:54,19441,1.67,0,0,0,0,Low Risk
DEL-10612,DRV-007,02-09-2026 10:09,6725,3.7,0,0,0,0,Low Risk
DEL-10653,DRV-007,02-09-2026 10:16,11519,4.43,0,0,0,0,Low Risk
DEL-10685,DRV-007,02-09-2026 10:31,20740,1.49,0,0,0,0,Low Risk
DEL-10686,DRV-007,02-09-2026 10:44,20455,4.3,0,0,0,0,Low Risk
DEL-10867,DRV-007,02-09-2026 11:06,16005,0.9,0,0,0,0,Low Risk
DEL-10918,DRV-007,02-09-2026 11:08,8069,1.71,0,0,0,0,Low Risk
DEL-10028,DRV-008,02-09-2026 08:15,10576,1.98,0,0,0,0,Low Risk
DEL-10079,DRV-008,02-09-2026 08:19,10340,3.68,0,0,0,0,Low Risk
DEL-10091,DRV-008,02-09-2026 08:24,15725,4.76,0,0,0,0,Low Risk
DEL-10160,DRV-008,02-09-2026 08:31,5545,3.01,0,0,0,0,Low Risk
DEL-10235,DRV-008,02-09-2026 08:46,22732,3.13,0,0,0,0,Low Risk
DEL-10375,DRV-008,02-09-2026 08:53,24457,3.85,0,0,0,0,Low Risk
DEL-10417,DRV-008,02-09-2026 09:05,16193,2.57,0,0,0,0,Low Risk
DEL-10489,DRV-008,02-09-2026 09:14,23222,2.68,0,0,0,0,Low Risk
DEL-10497,DRV-008,02-09-2026 09:23,9278,3.2,0,0,0,0,Low Risk
DEL-10501,DRV-008,02-09-2026 09:37,8264,4.45,0,0,0,0,Low Risk
DEL-10522,DRV-008,02-09-2026 09:39,14338,2.93,0,0,0,0,Low Risk
DEL-10616,DRV-008,02-09-2026 09:51,13524,4.52,0,0,0,0,Low Risk
DEL-10693,DRV-008,02-09-2026 09:55,2003,3.57,0,0,0,0,Low Risk
DEL-10950,DRV-008,02-09-2026 10:08,15939,1.76,0,0,0,0,Low Risk
DEL-10989,DRV-008,02-09-2026 10:20,23641,1.47,0,0,0,0,Low Risk
DEL-10056,DRV-009,02-09-2026 08:09,2754,2.14,0,0,0,0,Low Risk
DEL-10133,DRV-009,02-09-2026 08:24,16585,3.28,0,0,0,0,Low Risk
DEL-10190,DRV-009,02-09-2026 08:34,12488,4.33,0,0,0,0,Low Risk
DEL-10312,DRV-009,02-09-2026 08:50,15312,5,0,0,0,0,Low Risk
DEL-10321,DRV-009,02-09-2026 09:04,2315,2.17,0,0,0,0,Low Risk
DEL-10490,DRV-009,02-09-2026 09:19,14362,3.52,0,0,0,0,Low Risk
DEL-10492,DRV-009,02-09-2026 09:27,15278,4.4,0,0,0,0,Low Risk
DEL-10545,DRV-009,02-09-2026 09:57,9306,4.07,0,0,0,0,Low Risk
DEL-10564,DRV-009,02-09-2026 10:07,9052,3.82,0,0,0,0,Low Risk
DEL-10678,DRV-009,02-09-2026 10:24,1218,1.4,0,0,0,0,Low Risk
DEL-10722,DRV-009,02-09-2026 10:37,22045,3.03,0,0,0,0,Low Risk
DEL-10793,DRV-009,02-09-2026 10:49,8036,1.82,0,0,0,0,Low Risk
DEL-10886,DRV-009,02-09-2026 11:06,24325,1.37,0,0,0,0,Low Risk
DEL-10966,DRV-009,02-09-2026 11:16,5040,4.46,0,0,0,0,Low Risk
DEL-10006,DRV-010,02-09-2026 08:05,11529,2.55,0,0,0,0,Low Risk
DEL-10065,DRV-010,02-09-2026 08:16,1870,4.58,0,0,0,0,Low Risk
DEL-10089,DRV-010,02-09-2026 08:28,681,1.86,0,0,0,0,Low Risk
DEL-10162,DRV-010,02-09-2026 08:35,20140,4.46,0,0,0,0,Low Risk
DEL-10207,DRV-010,02-09-2026 08:49,20029,4.44,0,0,0,0,Low Risk
DEL-10215,DRV-010,02-09-2026 09:10,9511,2.67,0,0,0,0,Low Risk
DEL-10229,DRV-010,02-09-2026 09:13,13632,4,0,0,0,0,Low Risk
DEL-10247,DRV-010,02-09-2026 09:17,6185,4.1,0,0,0,0,Low Risk
DEL-10267,DRV-010,02-09-2026 09:23,3814,3.64,0,0,0,0,Low Risk
DEL-10406,DRV-010,02-09-2026 09:40,17580,2.18,0,0,0,0,Low Risk
DEL-10411,DRV-010,02-09-2026 09:47,2388,4.84,0,0,0,0,Low Risk
DEL-10450,DRV-010,02-09-2026 09:55,21271,2.31,0,0,0,0,Low Risk
DEL-10561,DRV-010,02-09-2026 10:07,3548,4.61,0,0,0,0,Low Risk
DEL-10630,DRV-010,02-09-2026 10:17,19765,4.71,0,0,0,0,Low Risk
DEL-10666,DRV-010,02-09-2026 10:32,7063,4.99,0,0,0,0,Low Risk
DEL-10731,DRV-010,02-09-2026 10:36,2354,3.98,0,0,0,0,Low Risk
DEL-10898,DRV-010,02-09-2026 10:47,3432,2.98,0,0,0,0,Low Risk
DEL-10900,DRV-010,02-09-2026 10:58,4019,1.95,0,0,0,0,Low Risk
DEL-10910,DRV-010,02-09-2026 11:06,11070,1.42,0,0,0,0,Low Risk
DEL-10970,DRV-010,02-09-2026 11:10,10942,2.23,0,0,0,0,Low Risk
DEL-10992,DRV-010,02-09-2026 11:21,23832,2.27,0,0,0,0,Low Risk
DEL-10998,DRV-010,02-09-2026 11:24,11936,4.39,0,0,0,0,Low Risk
DEL-10013,DRV-011,02-09-2026 08:15,8521,2.51,0,0,0,0,Low Risk
DEL-10024,DRV-011,02-09-2026 08:29,24161,4.89,0,0,0,0,Low Risk
DEL-10110,DRV-011,02-09-2026 08:49,24039,4.88,0,0,0,0,Low Risk
DEL-10145,DRV-011,02-09-2026 09:17,19998,2.74,0,0,0,0,Low Risk
DEL-10322,DRV-011,02-09-2026 09:24,23743,4.77,0,0,0,0,Low Risk
DEL-10325,DRV-011,02-09-2026 09:37,19526,3.59,0,0,0,0,Low Risk
DEL-10336,DRV-011,02-09-2026 09:39,17366,4.49,0,0,0,0,Low Risk
DEL-10456,DRV-011,02-09-2026 09:45,6054,2.21,0,0,0,0,Low Risk
DEL-10606,DRV-011,02-09-2026 10:05,16657,3.2,0,0,0,0,Low Risk
DEL-10694,DRV-011,02-09-2026 10:17,14843,4.56,0,0,0,0,Low Risk
DEL-10753,DRV-011,02-09-2026 10:47,18128,3.49,0,0,0,0,Low Risk
DEL-10880,DRV-011,02-09-2026 11:02,21667,1.85,0,0,0,0,Low Risk
DEL-10042,DRV-012,02-09-2026 08:06,8685,4.29,0,0,0,0,Low Risk
DEL-10178,DRV-012,02-09-2026 08:10,3087,3.55,0,0,0,0,Low Risk
DEL-10257,DRV-012,02-09-2026 08:13,23687,2.87,0,0,0,0,Low Risk
DEL-10371,DRV-012,02-09-2026 08:20,6260,4.14,0,0,0,0,Low Risk
DEL-10372,DRV-012,02-09-2026 08:34,9985,2.18,0,0,0,0,Low Risk
DEL-10551,DRV-012,02-09-2026 08:50,1658,1.87,0,0,0,0,Low Risk
DEL-10588,DRV-012,02-09-2026 08:58,19915,4.6,0,0,0,0,Low Risk
DEL-10593,DRV-012,02-09-2026 09:07,11103,1.57,0,0,0,0,Low Risk
DEL-10692,DRV-012,02-09-2026 09:17,10021,2.73,0,0,0,0,Low Risk
DEL-10740,DRV-012,02-09-2026 09:19,4410,2.74,0,0,0,0,Low Risk
DEL-10794,DRV-012,02-09-2026 09:42,20227,3.76,0,0,0,0,Low Risk
DEL-10799,DRV-012,02-09-2026 09:52,13785,4.53,0,0,0,0,Low Risk
DEL-10838,DRV-012,02-09-2026 09:56,12084,1.69,0,0,0,0,Low Risk
DEL-10854,DRV-012,02-09-2026 10:01,4906,4.11,0,0,0,0,Low Risk
DEL-10865,DRV-012,02-09-2026 10:08,4597,3.66,0,0,0,0,Low Risk
DEL-10883,DRV-012,02-09-2026 10:17,4116,3.33,0,0,0,0,Low Risk
DEL-10904,DRV-012,02-09-2026 10:30,11106,2.12,0,0,0,0,Low Risk
DEL-10123,DRV-013,02-09-2026 08:25,24095,3.04,0,0,0,0,Low Risk
DEL-10131,DRV-013,02-09-2026 08:31,12325,1.06,0,0,0,0,Low Risk
DEL-10187,DRV-013,02-09-2026 08:45,22708,3.52,0,0,0,0,Low Risk
DEL-10246,DRV-013,02-09-2026 08:52,11948,1.92,0,0,0,0,Low Risk
DEL-10294,DRV-013,02-09-2026 09:10,10841,4.94,0,0,0,0,Low Risk
DEL-10359,DRV-013,02-09-2026 09:25,9642,1.88,0,0,0,0,Low Risk
DEL-10369,DRV-013,02-09-2026 09:28,9912,3.58,0,0,0,0,Low Risk
DEL-10414,DRV-013,02-09-2026 09:43,12859,4.55,0,0,0,0,Low Risk
DEL-10415,DRV-013,02-09-2026 09:53,19753,2.95,0,0,0,0,Low Risk
DEL-10423,DRV-013,02-09-2026 10:05,12946,3.03,0,0,0,0,Low Risk
DEL-10556,DRV-013,02-09-2026 10:09,10458,2.91,0,0,0,0,Low Risk
DEL-10566,DRV-013,02-09-2026 10:14,19659,1.39,0,0,0,0,Low Risk
DEL-10641,DRV-013,02-09-2026 10:29,8675,1.18,0,0,0,0,Low Risk
DEL-10665,DRV-013,02-09-2026 10:38,22805,2.66,0,0,0,0,Low Risk
DEL-10672,DRV-013,02-09-2026 10:46,961,1.08,0,0,0,0,Low Risk
DEL-10687,DRV-013,02-09-2026 10:59,13926,1.15,0,0,0,0,Low Risk
DEL-10718,DRV-013,02-09-2026 11:14,4031,4.72,0,0,0,0,Low Risk
DEL-10912,DRV-013,02-09-2026 11:35,6778,3.3,0,0,0,0,Low Risk
DEL-10942,DRV-013,02-09-2026 11:37,21872,3.21,0,0,0,0,Low Risk
DEL-10972,DRV-013,02-09-2026 11:49,6553,3.3,0,0,0,0,Low Risk
DEL-10976,DRV-013,02-09-2026 12:04,13888,4.72,0,0,0,0,Low Risk
DEL-10012,DRV-014,02-09-2026 08:11,23497,3.42,0,0,0,0,Low Risk
DEL-10016,DRV-014,02-09-2026 08:26,19085,1.85,0,0,0,0,Low Risk
DEL-10053,DRV-014,02-09-2026 08:29,10795,2.55,0,0,0,0,Low Risk
DEL-10084,DRV-014,02-09-2026 08:36,24615,2.15,0,0,0,0,Low Risk
DEL-10266,DRV-014,02-09-2026 08:45,16434,4.94,0,0,0,0,Low Risk
DEL-10338,DRV-014,02-09-2026 08:50,2094,2.98,0,0,0,0,Low Risk
DEL-10503,DRV-014,02-09-2026 09:00,19180,3.37,0,0,0,0,Low Risk
DEL-10754,DRV-014,02-09-2026 09:39,7485,4.37,0,0,0,0,Low Risk
DEL-10755,DRV-014,02-09-2026 09:45,23527,3.57,0,0,0,0,Low Risk
DEL-10925,DRV-014,02-09-2026 09:47,18530,2.46,0,0,0,0,Low Risk
DEL-10034,DRV-015,02-09-2026 08:11,1189,3.15,0,0,0,0,Low Risk
DEL-10086,DRV-015,02-09-2026 08:25,5328,1.96,0,0,0,0,Low Risk
DEL-10142,DRV-015,02-09-2026 08:31,9764,1.24,0,0,0,0,Low Risk
DEL-10143,DRV-015,02-09-2026 08:43,20981,2.7,0,0,0,0,Low Risk
DEL-10212,DRV-015,02-09-2026 08:48,1920,2.85,0,0,0,0,Low Risk
DEL-10218,DRV-015,02-09-2026 08:55,15360,3.95,0,0,0,0,Low Risk
DEL-10400,DRV-015,02-09-2026 09:00,11842,1.75,0,0,0,0,Low Risk
DEL-10404,DRV-015,02-09-2026 09:05,2349,1.95,0,0,0,0,Low Risk
DEL-10521,DRV-015,02-09-2026 09:11,15083,3.77,0,0,0,0,Low Risk
DEL-10523,DRV-015,02-09-2026 09:17,24445,2.29,0,0,0,0,Low Risk
DEL-10586,DRV-015,02-09-2026 09:27,3781,2.05,0,0,0,0,Low Risk
DEL-10662,DRV-015,02-09-2026 09:34,24886,4.13,0,0,0,0,Low Risk
DEL-10782,DRV-015,02-09-2026 09:48,19820,1.56,0,0,0,0,Low Risk
DEL-10787,DRV-015,02-09-2026 09:57,7275,2.76,0,0,0,0,Low Risk
DEL-10914,DRV-015,02-09-2026 10:09,2822,3.6,0,0,0,0,Low Risk
DEL-10928,DRV-015,02-09-2026 10:12,10818,4.72,0,0,0,0,Low Risk
DEL-10977,DRV-015,02-09-2026 10:18,7146,1.72,0,0,0,0,Low Risk
DEL-10018,DRV-016,02-09-2026 08:04,18161,4.62,0,0,0,0,Low Risk
DEL-10051,DRV-016,02-09-2026 08:08,19167,3.46,0,0,0,0,Low Risk
DEL-10068,DRV-016,02-09-2026 08:14,6301,1.72,0,0,0,0,Low Risk
DEL-10119,DRV-016,02-09-2026 08:17,3339,1.97,0,0,0,0,Low Risk
DEL-10124,DRV-016,02-09-2026 08:19,21664,2.76,0,0,0,0,Low Risk
DEL-10137,DRV-016,02-09-2026 08:30,14137,4,0,0,0,0,Low Risk
DEL-10174,DRV-016,02-09-2026 08:40,9916,2.77,0,0,0,0,Low Risk
DEL-10179,DRV-016,02-09-2026 08:50,19608,2.87,0,0,0,0,Low Risk
DEL-10306,DRV-016,02-09-2026 08:53,12503,4.81,0,0,0,0,Low Risk
DEL-10418,DRV-016,02-09-2026 08:58,9775,3.13,0,0,0,0,Low Risk
DEL-10464,DRV-016,02-09-2026 09:08,9684,1.39,0,0,0,0,Low Risk
DEL-10529,DRV-016,02-09-2026 09:25,20161,4.08,0,0,0,0,Low Risk
DEL-10532,DRV-016,02-09-2026 09:32,4194,3.56,0,0,0,0,Low Risk
DEL-10552,DRV-016,02-09-2026 09:38,24102,4.26,0,0,0,0,Low Risk
DEL-10623,DRV-016,02-09-2026 09:42,3087,2.99,0,0,0,0,Low Risk
DEL-10840,DRV-016,02-09-2026 09:55,7275,4.32,0,0,0,0,Low Risk
DEL-10849,DRV-016,02-09-2026 10:09,20589,1.8,0,0,0,0,Low Risk
DEL-10897,DRV-016,02-09-2026 10:15,1876,3.42,0,0,0,0,Low Risk
DEL-10979,DRV-016,02-09-2026 10:26,1870,3.84,0,0,0,0,Low Risk
DEL-10046,DRV-017,02-09-2026 08:05,15409,3.76,0,0,0,0,Low Risk
DEL-10061,DRV-017,02-09-2026 08:09,2164,4.34,0,0,0,0,Low Risk
DEL-10128,DRV-017,02-09-2026 08:18,24135,1.49,0,0,0,0,Low Risk
DEL-10180,DRV-017,02-09-2026 08:36,22351,4.62,0,0,0,0,Low Risk
DEL-10191,DRV-017,02-09-2026 08:46,16289,4.19,0,0,0,0,Low Risk
DEL-10619,DRV-017,02-09-2026 09:12,9300,1.7,0,0,0,0,Low Risk
DEL-10632,DRV-017,02-09-2026 09:24,16411,1.21,0,0,0,0,Low Risk
DEL-10645,DRV-017,02-09-2026 09:26,23072,1.12,0,0,0,0,Low Risk
DEL-10657,DRV-017,02-09-2026 09:37,13757,3.35,0,0,0,0,Low Risk
DEL-10771,DRV-017,02-09-2026 09:42,24276,4.88,0,0,0,0,Low Risk
DEL-10810,DRV-017,02-09-2026 09:50,8118,3.38,0,0,0,0,Low Risk
DEL-10814,DRV-017,02-09-2026 09:58,18067,3.52,0,0,0,0,Low Risk
DEL-10831,DRV-017,02-09-2026 10:02,17088,3,0,0,0,0,Low Risk
DEL-10837,DRV-017,02-09-2026 10:15,3547,1.22,0,0,0,0,Low Risk
DEL-10876,DRV-017,02-09-2026 10:26,845,2.27,0,0,0,0,Low Risk
DEL-10005,DRV-018,02-09-2026 08:11,712,2.38,0,0,0,0,Low Risk
DEL-10101,DRV-018,02-09-2026 08:38,1451,3.66,0,0,0,0,Low Risk
DEL-10163,DRV-018,02-09-2026 09:04,14096,4.27,0,0,0,0,Low Risk
DEL-10226,DRV-018,02-09-2026 09:13,14561,3.44,0,0,0,0,Low Risk
DEL-10510,DRV-018,02-09-2026 09:31,12593,2.32,0,0,0,0,Low Risk
DEL-10579,DRV-018,02-09-2026 09:37,5370,3.64,0,0,0,0,Low Risk
DEL-10633,DRV-018,02-09-2026 09:44,20758,1.15,0,0,0,0,Low Risk
DEL-10669,DRV-018,02-09-2026 09:59,6024,3.01,0,0,0,0,Low Risk
DEL-10684,DRV-018,02-09-2026 10:04,23461,4.29,0,0,0,0,Low Risk
DEL-10830,DRV-018,02-09-2026 10:17,6874,3.21,0,0,0,0,Low Risk
DEL-10851,DRV-018,02-09-2026 10:31,19223,4.29,0,0,0,0,Low Risk
DEL-10884,DRV-018,02-09-2026 10:43,16621,1.05,0,0,0,0,Low Risk
DEL-10048,DRV-019,02-09-2026 08:14,2416,4.09,0,0,0,0,Low Risk
DEL-10153,DRV-019,02-09-2026 08:24,13622,2.8,0,0,0,0,Low Risk
DEL-10164,DRV-019,02-09-2026 08:41,19732,4.46,0,0,0,0,Low Risk
DEL-10284,DRV-019,02-09-2026 08:55,4492,2.72,0,0,0,0,Low Risk
DEL-10342,DRV-019,02-09-2026 09:04,17023,4.17,0,0,0,0,Low Risk
DEL-10751,DRV-019,02-09-2026 09:37,17436,2.72,0,0,0,0,Low Risk
DEL-10752,DRV-019,02-09-2026 09:51,6808,4.81,0,0,0,0,Low Risk
DEL-10861,DRV-019,02-09-2026 10:04,5246,2.65,0,0,0,0,Low Risk
DEL-10870,DRV-019,02-09-2026 10:13,4642,1.06,0,0,0,0,Low Risk
DEL-10939,DRV-019,02-09-2026 10:16,5350,1.32,0,0,0,0,Low Risk
DEL-10984,DRV-019,02-09-2026 10:25,2287,2.85,0,0,0,0,Low Risk
DEL-10082,DRV-020,02-09-2026 08:06,513,1.83,0,0,0,0,Low Risk
DEL-10176,DRV-020,02-09-2026 08:18,2007,2.15,0,0,0,0,Low Risk
DEL-10182,DRV-020,02-09-2026 08:30,14403,2.82,0,0,0,0,Low Risk
DEL-10183,DRV-020,02-09-2026 08:43,13105,1.88,0,0,0,0,Low Risk
DEL-10236,DRV-020,02-09-2026 08:57,13451,1.08,0,0,0,0,Low Risk
DEL-10237,DRV-020,02-09-2026 09:06,4996,2.32,0,0,0,0,Low Risk
DEL-10251,DRV-020,02-09-2026 09:15,19879,3.04,0,0,0,0,Low Risk
DEL-10252,DRV-020,02-09-2026 09:20,1732,4.3,0,0,0,0,Low Risk
DEL-10360,DRV-020,02-09-2026 09:25,23598,2.24,0,0,0,0,Low Risk
DEL-10380,DRV-020,02-09-2026 09:29,19272,3.65,0,0,0,0,Low Risk
DEL-10468,DRV-020,02-09-2026 09:44,22083,4.11,0,0,0,0,Low Risk
DEL-10524,DRV-020,02-09-2026 09:55,4862,1.39,0,0,0,0,Low Risk
DEL-10613,DRV-020,02-09-2026 10:01,2126,1.63,0,0,0,0,Low Risk
DEL-10762,DRV-020,02-09-2026 10:08,9724,2.56,0,0,0,0,Low Risk
DEL-10855,DRV-020,02-09-2026 10:16,19106,1.39,0,0,0,0,Low Risk
DEL-10931,DRV-020,02-09-2026 10:20,13600,4,0,0,0,0,Low Risk
DEL-10967,DRV-020,02-09-2026 10:33,17664,4.97,0,0,0,0,Low Risk
DEL-10080,DRV-021,02-09-2026 08:12,10188,1.73,0,0,0,0,Low Risk
DEL-10096,DRV-021,02-09-2026 08:19,3140,1.95,0,0,0,0,Low Risk
DEL-10105,DRV-021,02-09-2026 08:33,12923,2.02,0,0,0,0,Low Risk
DEL-10121,DRV-021,02-09-2026 08:48,7450,2.47,0,0,0,0,Low Risk
DEL-10154,DRV-021,02-09-2026 08:55,4298,3.62,0,0,0,0,Low Risk
DEL-10166,DRV-021,02-09-2026 09:04,23355,1.94,0,0,0,0,Low Risk
DEL-10219,DRV-021,02-09-2026 09:13,22294,4.83,0,0,0,0,Low Risk
DEL-10409,DRV-021,02-09-2026 09:18,13877,2.53,0,0,0,0,Low Risk
DEL-10441,DRV-021,02-09-2026 09:27,7288,3.85,0,0,0,0,Low Risk
DEL-10570,DRV-021,02-09-2026 09:30,23803,2.62,0,0,0,0,Low Risk
DEL-10596,DRV-021,02-09-2026 09:37,5661,4.18,0,0,0,0,Low Risk
DEL-10750,DRV-021,02-09-2026 09:46,4215,3.15,0,0,0,0,Low Risk
DEL-10813,DRV-021,02-09-2026 09:55,3992,3.65,0,0,0,0,Low Risk
DEL-10863,DRV-021,02-09-2026 10:10,10047,3.42,0,0,0,0,Low Risk
DEL-10896,DRV-021,02-09-2026 10:14,9547,2.33,0,0,0,0,Low Risk
DEL-10923,DRV-021,02-09-2026 10:20,11138,4.02,0,0,0,0,Low Risk
DEL-10944,DRV-021,02-09-2026 10:34,19374,3.71,0,0,0,0,Low Risk
DEL-10987,DRV-021,02-09-2026 10:41,6361,4.49,0,0,0,0,Low Risk
DEL-10069,DRV-022,02-09-2026 08:11,13991,2.08,0,0,0,0,Low Risk
DEL-10205,DRV-022,02-09-2026 08:22,4626,1.24,0,0,0,0,Low Risk
DEL-10231,DRV-022,02-09-2026 08:26,10711,4.01,0,0,0,0,Low Risk
DEL-10259,DRV-022,02-09-2026 08:36,2215,1.29,0,0,0,0,Low Risk
DEL-10264,DRV-022,02-09-2026 08:39,22458,3.59,0,0,0,0,Low Risk
DEL-10344,DRV-022,02-09-2026 08:47,12480,3.45,0,0,0,0,Low Risk
DEL-10416,DRV-022,02-09-2026 09:02,1002,4.88,0,0,0,0,Low Risk
DEL-10461,DRV-022,02-09-2026 09:15,14610,2.24,0,0,0,0,Low Risk
DEL-10514,DRV-022,02-09-2026 09:32,4779,4.12,0,0,0,0,Low Risk
DEL-10634,DRV-022,02-09-2026 09:39,2115,4.67,0,0,0,0,Low Risk
DEL-10663,DRV-022,02-09-2026 09:49,19687,4.47,0,0,0,0,Low Risk
DEL-10724,DRV-022,02-09-2026 10:01,15338,2.67,0,0,0,0,Low Risk
DEL-10832,DRV-022,02-09-2026 10:04,17319,3.79,0,0,0,0,Low Risk
DEL-10857,DRV-022,02-09-2026 10:18,12306,2.36,0,0,0,0,Low Risk
DEL-10039,DRV-023,02-09-2026 08:16,15803,3.65,0,0,0,0,Low Risk
DEL-10067,DRV-023,02-09-2026 08:25,13816,4.68,0,0,0,0,Low Risk
DEL-10075,DRV-023,02-09-2026 08:33,10778,2.56,0,0,0,0,Low Risk
DEL-10100,DRV-023,02-09-2026 08:44,13279,3,0,0,0,0,Low Risk
DEL-10287,DRV-023,02-09-2026 08:52,14150,3.05,0,0,0,0,Low Risk
DEL-10303,DRV-023,02-09-2026 09:08,14752,1.26,0,0,0,0,Low Risk
DEL-10361,DRV-023,02-09-2026 09:13,24147,1.46,0,0,0,0,Low Risk
DEL-10419,DRV-023,02-09-2026 09:23,12284,2.92,0,0,0,0,Low Risk
DEL-10715,DRV-023,02-09-2026 09:36,10067,3.82,0,0,0,0,Low Risk
DEL-10772,DRV-023,02-09-2026 09:44,21978,2.03,0,0,0,0,Low Risk
DEL-10792,DRV-023,02-09-2026 09:47,16297,3.02,0,0,0,0,Low Risk
DEL-10930,DRV-023,02-09-2026 09:54,9183,2.02,0,0,0,0,Low Risk
DEL-10177,DRV-024,02-09-2026 08:05,8501,3.27,0,0,0,0,Low Risk
DEL-10195,DRV-024,02-09-2026 08:20,8161,3.59,0,0,0,0,Low Risk
DEL-10243,DRV-024,02-09-2026 08:33,3968,3.37,0,0,0,0,Low Risk
DEL-10270,DRV-024,02-09-2026 08:44,8283,4.04,0,0,0,0,Low Risk
DEL-10288,DRV-024,02-09-2026 08:52,17737,2.62,0,0,0,0,Low Risk
DEL-10297,DRV-024,02-09-2026 09:06,13607,4.62,0,0,0,0,Low Risk
DEL-10341,DRV-024,02-09-2026 09:14,2176,2.69,0,0,0,0,Low Risk
DEL-10387,DRV-024,02-09-2026 09:25,18986,4.44,0,0,0,0,Low Risk
DEL-10518,DRV-024,02-09-2026 09:39,12684,1.22,0,0,0,0,Low Risk
DEL-10614,DRV-024,02-09-2026 09:56,3371,1.87,0,0,0,0,Low Risk
DEL-10635,DRV-024,02-09-2026 10:09,10430,4.35,0,0,0,0,Low Risk
DEL-10642,DRV-024,02-09-2026 10:18,9477,2.99,0,0,0,0,Low Risk
DEL-10714,DRV-024,02-09-2026 10:30,4236,1.03,0,0,0,0,Low Risk
DEL-10808,DRV-024,02-09-2026 10:42,23360,1.93,0,0,0,0,Low Risk
DEL-10843,DRV-024,02-09-2026 10:58,16633,2.97,0,0,0,0,Low Risk
DEL-10975,DRV-024,02-09-2026 11:11,13196,1.56,0,0,0,0,Low Risk
DEL-10138,DRV-025,02-09-2026 08:26,15007,2.2,0,0,0,0,Low Risk
DEL-10298,DRV-025,02-09-2026 08:38,6621,2.42,0,0,0,0,Low Risk
DEL-10310,DRV-025,02-09-2026 08:49,4358,3.81,0,0,0,0,Low Risk
DEL-10396,DRV-025,02-09-2026 09:00,12869,3.78,0,0,0,0,Low Risk
DEL-10436,DRV-025,02-09-2026 09:09,2338,3.83,0,0,0,0,Low Risk
DEL-10455,DRV-025,02-09-2026 09:26,24251,3.29,0,0,0,0,Low Risk
DEL-10578,DRV-025,02-09-2026 09:44,6162,4.65,0,0,0,0,Low Risk
DEL-10581,DRV-025,02-09-2026 09:53,7035,3.6,0,0,0,0,Low Risk
DEL-10618,DRV-025,02-09-2026 09:57,15107,2.74,0,0,0,0,Low Risk
DEL-10723,DRV-025,02-09-2026 10:11,20455,2.12,0,0,0,0,Low Risk
DEL-10804,DRV-025,02-09-2026 10:14,1042,4.27,0,0,0,0,Low Risk
DEL-10833,DRV-025,02-09-2026 10:25,8471,3.76,0,0,0,0,Low Risk
DEL-10902,DRV-025,02-09-2026 10:28,4914,2.94,0,0,0,0,Low Risk
DEL-10913,DRV-025,02-09-2026 10:40,17730,1.19,0,0,0,0,Low Risk
DEL-10991,DRV-025,02-09-2026 10:55,6099,1.64,0,0,0,0,Low Risk
DEL-10019,DRV-026,02-09-2026 08:11,5032,1.4,0,0,0,0,Low Risk
DEL-10072,DRV-026,02-09-2026 08:40,2774,3.59,0,0,0,0,Low Risk
DEL-10102,DRV-026,02-09-2026 08:55,15815,4.61,0,0,0,0,Low Risk
DEL-10242,DRV-026,02-09-2026 09:04,11142,4.29,0,0,0,0,Low Risk
DEL-10345,DRV-026,02-09-2026 09:16,1984,3.81,0,0,0,0,Low Risk
DEL-10392,DRV-026,02-09-2026 09:30,598,3.26,0,0,0,0,Low Risk
DEL-10434,DRV-026,02-09-2026 09:33,8469,2.16,0,0,0,0,Low Risk
DEL-10474,DRV-026,02-09-2026 09:53,22767,2.35,0,0,0,0,Low Risk
