Delivery_ID,Driver_ID,Timestamp,Order_Value_INR,OBD_Status,Customer_Claim_Filed,GPS_Distance_KM,Odometer_Distance_KM
DEL-10571,DRV-004,2026-09-02 09:00:00,9025,Accepted,Yes,13.87,14.54
DEL-10420,DRV-047,2026-09-02 09:01:00,10993,Accepted,No,9.92,10.14
DEL-10289,DRV-031,2026-09-02 09:01:00,13177,Refused,No,1.83,1.9
DEL-10254,DRV-036,2026-09-02 09:01:00,24712,Accepted,No,19.13,20.02
DEL-10604,DRV-017,2026-09-02 09:01:00,23213,Accepted,No,4.98,5.08
DEL-10376,DRV-001,2026-09-02 09:02:00,10167,N/A,Yes,15.0,15.26
DEL-10286,DRV-037,2026-09-02 09:02:00,5204,Refused,No,5.6,5.66
DEL-10245,DRV-050,2026-09-02 09:02:00,17227,N/A,Yes,4.19,4.32
DEL-10416,DRV-022,2026-09-02 09:02:00,1002,Accepted,Yes,6.76,7.09
DEL-10141,DRV-011,2026-09-02 09:02:00,23152,Refused,Yes,1.05,1.07
DEL-10271,DRV-029,2026-09-02 09:02:00,8337,Refused,No,5.45,5.7
DEL-10208,DRV-010,2026-09-02 09:03:00,18201,Refused,Yes,19.76,20.04
DEL-10513,DRV-028,2026-09-02 09:03:00,16710,Refused,No,16.67,22.2
DEL-10129,DRV-035,2026-09-02 09:03:00,15075,Refused,Yes,19.07,19.43
DEL-10304,DRV-041,2026-09-02 09:03:00,17312,N/A,Yes,8.72,9.14
DEL-10617,DRV-017,2026-09-02 09:03:00,18329,Refused,Yes,2.73,2.8
DEL-10327,DRV-002,2026-09-02 09:03:00,21519,N/A,No,2.54,2.63
DEL-10166,DRV-021,2026-09-02 09:04:00,23355,Accepted,No,17.52,17.86
DEL-10321,DRV-009,2026-09-02 09:04:00,2315,Accepted,Yes,9.22,9.42
DEL-10163,DRV-018,2026-09-02 09:04:00,14096,Refused,No,15.68,16.35
DEL-10242,DRV-026,2026-09-02 09:04:00,11142,Accepted,No,1.4,1.46
DEL-10381,DRV-045,2026-09-02 09:04:00,22382,Accepted,No,5.49,5.61
DEL-10332,DRV-046,2026-09-02 09:04:00,11817,Refused,Yes,7.07,7.36
DEL-10342,DRV-019,2026-09-02 09:04:00,17023,Refused,No,2.4,2.5
DEL-10206,DRV-049,2026-09-02 09:05:00,19714,Accepted,Yes,11.53,11.8
DEL-10404,DRV-015,2026-09-02 09:05:00,2349,Accepted,No,11.26,11.48
DEL-10427,DRV-005,2026-09-02 09:05:00,22396,Accepted,Yes,18.96,19.46
DEL-10390,DRV-033,2026-09-02 09:05:00,2323,Refused,Yes,9.46,9.75
DEL-10384,DRV-030,2026-09-02 09:05:00,20348,Refused,No,15.21,15.79
DEL-10417,DRV-008,2026-09-02 09:05:00,16193,Accepted,Yes,15.19,15.58
DEL-10438,DRV-007,2026-09-02 09:05:00,1894,Accepted,Yes,18.0,18.83
DEL-10237,DRV-020,2026-09-02 09:06:00,4996,Refused,No,18.96,19.4
DEL-10389,DRV-034,2026-09-02 09:06:00,22791,Accepted,No,9.39,9.52
DEL-10437,DRV-006,2026-09-02 09:06:00,14718,N/A,No,10.5,10.84
DEL-10297,DRV-024,2026-09-02 09:06:00,13607,N/A,No,9.3,9.73
DEL-10729,DRV-038,2026-09-02 09:06:00,22361,N/A,No,11.84,12.28
DEL-10353,DRV-044,2026-09-02 09:07:00,16568,Refused,Yes,5.6,5.7
DEL-10593,DRV-012,2026-09-02 09:07:00,11103,Accepted,Yes,18.46,18.75
DEL-10795,DRV-027,2026-09-02 09:07:00,24101,Accepted,No,16.41,17.02
DEL-10337,DRV-032,2026-09-02 09:07:00,13385,N/A,No,1.44,1.51
DEL-10646,DRV-004,2026-09-02 09:07:00,19251,Accepted,Yes,4.1,4.25
DEL-10453,DRV-033,2026-09-02 09:07:00,1360,Accepted,No,8.75,9.03
DEL-10280,DRV-042,2026-09-02 09:07:00,5285,Accepted,Yes,7.37,7.53
DEL-10442,DRV-046,2026-09-02 09:07:00,3021,Refused,Yes,16.6,17.14
DEL-10444,DRV-048,2026-09-02 09:08:00,23087,N/A,Yes,3.66,3.77
DEL-10303,DRV-023,2026-09-02 09:08:00,14752,Refused,Yes,12.68,12.84
DEL-10268,DRV-050,2026-09-02 09:08:00,20070,Refused,Yes,12.74,12.95
DEL-10464,DRV-016,2026-09-02 09:08:00,9684,Refused,No,7.19,7.29
DEL-10393,DRV-003,2026-09-02 09:08:00,17618,Refused,Yes,9.05,9.48
DEL-10346,DRV-031,2026-09-02 09:09:00,5380,N/A,Yes,10.87,11.12
DEL-10505,DRV-033,2026-09-02 09:09:00,22759,Accepted,Yes,19.72,20.68
DEL-10373,DRV-039,2026-09-02 09:09:00,11478,Refused,No,3.04,3.19
DEL-10436,DRV-025,2026-09-02 09:09:00,2338,N/A,Yes,11.5,11.94
DEL-10294,DRV-013,2026-09-02 09:10:00,10841,Refused,No,17.83,18.71
DEL-10426,DRV-047,2026-09-02 09:10:00,6530,N/A,Yes,11.38,11.73
DEL-10215,DRV-010,2026-09-02 09:10:00,9511,N/A,No,2.25,2.31
DEL-10227,DRV-043,2026-09-02 09:10:00,9263,Accepted,Yes,16.76,20.09
DEL-10698,DRV-004,2026-09-02 09:11:00,5723,Accepted,No,19.65,20.56
DEL-10467,DRV-005,2026-09-02 09:11:00,13906,N/A,No,16.56,16.82
DEL-10451,DRV-007,2026-09-02 09:11:00,10601,Refused,No,2.74,2.85
DEL-10521,DRV-015,2026-09-02 09:11:00,15083,Accepted,Yes,10.87,11.28
DEL-10477,DRV-034,2026-09-02 09:12:00,16102,Accepted,No,10.18,10.58
DEL-10292,DRV-042,2026-09-02 09:12:00,22935,Refused,No,4.33,4.48
DEL-10439,DRV-045,2026-09-02 09:12:00,16081,Refused,Yes,17.86,18.7
DEL-10619,DRV-017,2026-09-02 09:12:00,9300,N/A,Yes,5.3,5.39
DEL-10379,DRV-001,2026-09-02 09:12:00,8217,Refused,No,5.95,6.24
DEL-10361,DRV-023,2026-09-02 09:13:00,24147,Refused,No,11.65,11.82
DEL-10329,DRV-041,2026-09-02 09:13:00,21534,Refused,No,11.37,11.6
DEL-10219,DRV-021,2026-09-02 09:13:00,22294,Refused,No,9.11,9.55
DEL-10349,DRV-002,2026-09-02 09:13:00,22579,Accepted,No,8.0,8.27
DEL-10385,DRV-031,2026-09-02 09:13:00,18174,Refused,Yes,15.39,15.96
DEL-10229,DRV-010,2026-09-02 09:13:00,13632,Accepted,Yes,11.76,12.23
DEL-10226,DRV-018,2026-09-02 09:13:00,14561,N/A,Yes,11.91,12.32
DEL-10527,DRV-006,2026-09-02 09:14:00,5087,Accepted,No,18.04,18.47
DEL-10347,DRV-040,2026-09-02 09:14:00,13376,N/A,No,7.05,8.39
DEL-10528,DRV-028,2026-09-02 09:14:00,5081,Accepted,No,6.98,7.23
DEL-10341,DRV-024,2026-09-02 09:14:00,2176,N/A,Yes,1.86,1.91
DEL-10489,DRV-008,2026-09-02 09:14:00,23222,Accepted,No,4.48,4.6
DEL-10431,DRV-047,2026-09-02 09:14:00,9894,Accepted,No,6.22,6.48
DEL-10526,DRV-014,2026-09-02 09:14:00,22773,Refused,Yes,12.93,13.5
DEL-10275,DRV-036,2026-09-02 09:14:00,23811,N/A,Yes,18.75,19.15
DEL-10836,DRV-027,2026-09-02 09:14:00,17424,N/A,Yes,19.15,19.88
DEL-10132,DRV-035,2026-09-02 09:14:00,1991,Accepted,No,3.41,3.54
DEL-10471,DRV-016,2026-09-02 09:15:00,15870,Refused,Yes,13.49,13.93
DEL-10461,DRV-022,2026-09-02 09:15:00,14610,N/A,Yes,9.36,9.57
DEL-10357,DRV-021,2026-09-02 09:15:00,15562,N/A,No,19.18,19.79
DEL-10251,DRV-020,2026-09-02 09:15:00,19879,Accepted,No,16.13,16.62
DEL-10443,DRV-037,2026-09-02 09:15:00,13251,N/A,No,16.86,17.29
DEL-10228,DRV-049,2026-09-02 09:15:00,11635,Refused,Yes,6.87,8.29
DEL-10363,DRV-019,2026-09-02 09:15:00,3089,Refused,No,19.15,24.2
DEL-10391,DRV-030,2026-09-02 09:15:00,18810,Refused,No,11.71,12.17
DEL-10345,DRV-026,2026-09-02 09:16:00,1984,Accepted,Yes,10.5,10.9
DEL-10261,DRV-043,2026-09-02 09:16:00,20249,Accepted,No,19.32,19.58
DEL-10469,DRV-005,2026-09-02 09:16:00,20093,Refused,No,9.53,9.83
DEL-10402,DRV-002,2026-09-02 09:16:00,2704,Accepted,Yes,5.57,5.73
DEL-10460,DRV-001,2026-09-02 09:16:00,11386,N/A,No,19.03,19.83
DEL-10603,DRV-006,2026-09-02 09:16:00,22455,N/A,No,16.61,17.07
DEL-10448,DRV-025,2026-09-02 09:16:00,18145,Refused,Yes,9.21,9.33
DEL-10482,DRV-048,2026-09-02 09:16:00,6965,Refused,No,12.67,12.99
DEL-10541,DRV-028,2026-09-02 09:16:00,8319,Accepted,Yes,14.87,15.07
DEL-10483,DRV-046,2026-09-02 09:16:00,9620,N/A,Yes,5.08,5.25
DEL-10457,DRV-032,2026-09-02 09:16:00,5979,Refused,No,3.77,3.87
DEL-10458,DRV-031,2026-09-02 09:16:00,12333,Refused,Yes,15.87,16.49
DEL-10247,DRV-010,2026-09-02 09:17:00,6185,N/A,Yes,5.86,6.1
DEL-10145,DRV-011,2026-09-02 09:17:00,19998,N/A,No,16.06,16.5
DEL-10334,DRV-029,2026-09-02 09:17:00,3672,Accepted,No,5.71,5.98
DEL-10523,DRV-015,2026-09-02 09:17:00,24445,Accepted,Yes,8.28,8.47
DEL-10692,DRV-012,2026-09-02 09:17:00,10021,Refused,No,17.61,18.09
DEL-10409,DRV-021,2026-09-02 09:18:00,13877,Accepted,No,14.23,14.59
DEL-10533,DRV-005,2026-09-02 09:18:00,895,Refused,No,11.04,11.21
DEL-10465,DRV-037,2026-09-02 09:18:00,18379,Accepted,Yes,4.8,5.03
DEL-10490,DRV-009,2026-09-02 09:19:00,14362,Accepted,No,11.92,12.34
DEL-10383,DRV-019,2026-09-02 09:19:00,7736,Accepted,Yes,7.98,8.21
DEL-10740,DRV-012,2026-09-02 09:19:00,4410,Refused,Yes,14.97,15.38
DEL-10358,DRV-044,2026-09-02 09:19:00,24123,N/A,No,15.67,16.21
DEL-10470,DRV-045,2026-09-02 09:19:00,1704,Refused,Yes,8.95,9.08
DEL-10592,DRV-031,2026-09-02 09:20:00,20623,Accepted,Yes,1.01,1.03
DEL-10273,DRV-050,2026-09-02 09:20:00,17783,Refused,Yes,8.26,8.61
DEL-10858,DRV-027,2026-09-02 09:20:00,22768,N/A,Yes,3.3,3.41
DEL-10144,DRV-035,2026-09-02 09:20:00,5382,Refused,Yes,5.27,5.34
DEL-10531,DRV-033,2026-09-02 09:20:00,13336,Refused,Yes,4.58,4.77
DEL-10252,DRV-020,2026-09-02 09:20:00,1732,Accepted,No,9.77,10.19
DEL-10780,DRV-038,2026-09-02 09:21:00,19834,Accepted,Yes,8.7,8.98
DEL-10452,DRV-007,2026-09-02 09:21:00,6640,Refused,No,3.52,3.63
DEL-10386,DRV-039,2026-09-02 09:21:00,3182,N/A,No,17.59,22.57
DEL-10421,DRV-003,2026-09-02 09:21:00,7750,N/A,Yes,11.69,14.03
DEL-10554,DRV-034,2026-09-02 09:21:00,13637,Accepted,No,19.65,20.53
DEL-10491,DRV-045,2026-09-02 09:21:00,6176,N/A,Yes,18.46,19.01
DEL-10608,DRV-005,2026-09-02 09:21:00,1594,Refused,Yes,16.18,16.55
DEL-10747,DRV-019,2026-09-02 09:22:00,20759,N/A,No,5.15,6.09
DEL-10713,DRV-004,2026-09-02 09:22:00,15391,Refused,No,16.52,19.47
DEL-10430,DRV-002,2026-09-02 09:22:00,18576,Refused,Yes,1.13,1.36
DEL-10249,DRV-049,2026-09-02 09:22:00,22819,N/A,No,12.01,12.55
DEL-10262,DRV-043,2026-09-02 09:22:00,11962,Refused,No,3.69,3.75
DEL-10497,DRV-008,2026-09-02 09:23:00,9278,N/A,No,11.88,12.26
DEL-10354,DRV-029,2026-09-02 09:23:00,5462,Refused,Yes,6.96,7.14
DEL-10638,DRV-006,2026-09-02 09:23:00,7426,Refused,No,4.57,4.75
DEL-10419,DRV-023,2026-09-02 09:23:00,12284,N/A,No,6.86,7.06
DEL-10267,DRV-010,2026-09-02 09:23:00,3814,N/A,Yes,2.47,2.56
DEL-10628,DRV-005,2026-09-02 09:23:00,18730,Refused,No,2.65,2.77
DEL-10429,DRV-030,2026-09-02 09:23:00,20745,N/A,No,8.09,8.38
DEL-10459,DRV-032,2026-09-02 09:24:00,6907,Refused,Yes,12.28,12.47
DEL-10632,DRV-017,2026-09-02 09:24:00,16411,N/A,No,8.28,8.38
DEL-10322,DRV-011,2026-09-02 09:24:00,23743,Accepted,No,7.13,7.47
DEL-10433,DRV-040,2026-09-02 09:24:00,12114,Refused,No,11.0,11.14
DEL-10543,DRV-048,2026-09-02 09:24:00,6255,Accepted,Yes,13.5,14.02
DEL-10447,DRV-018,2026-09-02 09:24:00,15263,Refused,Yes,15.89,16.28
DEL-10454,DRV-039,2026-09-02 09:25:00,11130,Refused,Yes,12.36,16.6
DEL-10529,DRV-016,2026-09-02 09:25:00,20161,N/A,No,11.51,11.98
DEL-10387,DRV-024,2026-09-02 09:25:00,18986,Accepted,Yes,2.48,2.59
DEL-10802,DRV-038,2026-09-02 09:25:00,6459,N/A,No,16.59,16.87
DEL-10359,DRV-013,2026-09-02 09:25:00,9642,N/A,No,19.19,19.55
DEL-10493,DRV-001,2026-09-02 09:25:00,6893,Refused,No,10.21,10.48
DEL-10296,DRV-050,2026-09-02 09:25:00,21987,Refused,No,1.91,1.94
DEL-10360,DRV-020,2026-09-02 09:25:00,23598,Accepted,No,15.65,16.0
DEL-10309,DRV-042,2026-09-02 09:25:00,4217,Accepted,Yes,6.3,6.49
DEL-10377,DRV-041,2026-09-02 09:25:00,14514,N/A,No,18.04,18.28
DEL-10645,DRV-017,2026-09-02 09:26:00,23072,Accepted,No,15.23,15.4
DEL-10476,DRV-047,2026-09-02 09:26:00,10720,Refused,No,3.69,3.84
DEL-10568,DRV-014,2026-09-02 09:26:00,15682,Refused,Yes,9.59,9.72
DEL-10455,DRV-025,2026-09-02 09:26:00,24251,N/A,Yes,15.8,16.32
DEL-10542,DRV-028,2026-09-02 09:27:00,20563,N/A,Yes,3.2,3.27
DEL-10492,DRV-009,2026-09-02 09:27:00,15278,N/A,Yes,4.55,4.75
DEL-10441,DRV-021,2026-09-02 09:27:00,7288,N/A,Yes,1.3,1.35
DEL-10445,DRV-023,2026-09-02 09:27:00,14822,Accepted,Yes,2.02,2.36
DEL-10586,DRV-015,2026-09-02 09:27:00,3781,Accepted,Yes,19.51,19.91
DEL-10366,DRV-043,2026-09-02 09:27:00,20930,Refused,Yes,18.2,18.42
DEL-10512,DRV-045,2026-09-02 09:27:00,2575,N/A,No,7.81,7.96
DEL-10382,DRV-026,2026-09-02 09:28:00,23554,Refused,Yes,14.04,14.54
DEL-10369,DRV-013,2026-09-02 09:28:00,9912,Refused,No,15.36,15.91
DEL-10283,DRV-036,2026-09-02 09:28:00,20451,N/A,No,18.86,19.13
DEL-10328,DRV-050,2026-09-02 09:29:00,20754,N/A,Yes,11.87,12.23
DEL-10654,DRV-017,2026-09-02 09:29:00,21847,Refused,Yes,13.47,17.72
DEL-10520,DRV-046,2026-09-02 09:29:00,7493,Refused,Yes,2.81,2.85
DEL-10537,DRV-033,2026-09-02 09:29:00,14379,N/A,No,15.58,15.79
DEL-10479,DRV-022,2026-09-02 09:29:00,22688,Accepted,Yes,13.31,17.52
DEL-10449,DRV-040,2026-09-02 09:29:00,8575,N/A,Yes,6.61,6.7
DEL-10380,DRV-020,2026-09-02 09:29:00,19272,Accepted,No,12.07,12.51
DEL-10525,DRV-037,2026-09-02 09:29:00,21799,Accepted,No,1.16,1.19
DEL-10378,DRV-043,2026-09-02 09:29:00,5107,Refused,No,2.81,2.94
DEL-10276,DRV-049,2026-09-02 09:29:00,15223,N/A,Yes,4.05,4.23
DEL-10509,DRV-025,2026-09-02 09:29:00,21262,Accepted,No,9.59,11.26
DEL-10462,DRV-039,2026-09-02 09:30:00,7081,Refused,No,19.0,19.33
DEL-10690,DRV-006,2026-09-02 09:30:00,2959,N/A,Yes,15.81,16.54
DEL-10570,DRV-021,2026-09-02 09:30:00,23803,Accepted,No,3.82,3.92
DEL-10362,DRV-044,2026-09-02 09:30:00,13428,Refused,Yes,11.32,11.56
DEL-10392,DRV-026,2026-09-02 09:30:00,598,N/A,Yes,5.83,6.02
DEL-10473,DRV-007,2026-09-02 09:31:00,17233,N/A,Yes,5.92,6.08
DEL-10397,DRV-043,2026-09-02 09:31:00,4857,N/A,No,17.62,17.88
DEL-10494,DRV-032,2026-09-02 09:31:00,15044,Refused,Yes,8.9,9.02
DEL-10510,DRV-018,2026-09-02 09:31:00,12593,Refused,No,14.2,14.53
DEL-10475,DRV-002,2026-09-02 09:31:00,10180,Refused,Yes,10.17,10.32
DEL-10560,DRV-034,2026-09-02 09:31:00,14256,Refused,Yes,19.68,20.64
DEL-10155,DRV-035,2026-09-02 09:31:00,15707,Refused,Yes,9.78,10.12
DEL-10916,DRV-027,2026-09-02 09:31:00,23713,Accepted,No,16.62,17.14
DEL-10664,DRV-031,2026-09-02 09:32:00,21287,N/A,Yes,2.02,2.08
DEL-10428,DRV-041,2026-09-02 09:32:00,23672,Accepted,Yes,5.4,5.5
DEL-10756,DRV-005,2026-09-02 09:32:00,5538,Accepted,No,15.19,15.78
DEL-10532,DRV-016,2026-09-02 09:32:00,4194,Accepted,No,10.4,10.77
DEL-10514,DRV-022,2026-09-02 09:32:00,4779,N/A,No,11.4,11.87
DEL-10199,DRV-035,2026-09-02 09:33:00,15364,Refused,No,3.58,3.7
DEL-10500,DRV-003,2026-09-02 09:33:00,11922,Accepted,No,9.54,9.97
DEL-10745,DRV-012,2026-09-02 09:33:00,17052,Accepted,No,10.89,12.76
DEL-10736,DRV-004,2026-09-02 09:33:00,13199,Refused,No,18.6,19.5
DEL-10434,DRV-026,2026-09-02 09:33:00,8469,N/A,Yes,9.72,9.93
DEL-10534,DRV-037,2026-09-02 09:33:00,21862,Refused,Yes,9.0,9.36
DEL-10662,DRV-015,2026-09-02 09:34:00,24886,Refused,No,7.75,8.07
DEL-10562,DRV-034,2026-09-02 09:34:00,12705,Refused,Yes,8.85,9.14
DEL-10594,DRV-046,2026-09-02 09:35:00,4134,N/A,No,18.43,19.32
DEL-10495,DRV-002,2026-09-02 09:35:00,7726,Refused,Yes,16.12,16.46
DEL-10715,DRV-023,2026-09-02 09:36:00,10067,N/A,No,16.77,17.41
DEL-10580,DRV-032,2026-09-02 09:36:00,18544,Refused,Yes,8.83,8.95
DEL-10751,DRV-019,2026-09-02 09:37:00,17436,Refused,No,1.47,1.51
DEL-10579,DRV-018,2026-09-02 09:37:00,5370,Accepted,Yes,6.32,6.55
DEL-10501,DRV-008,2026-09-02 09:37:00,8264,Accepted,No,15.74,16.44
DEL-10339,DRV-042,2026-09-02 09:37:00,9863,N/A,Yes,13.78,16.83
DEL-10596,DRV-021,2026-09-02 09:37:00,5661,N/A,No,3.59,3.74
DEL-10611,DRV-028,2026-09-02 09:37:00,5906,N/A,No,18.91,19.22
DEL-10657,DRV-017,2026-09-02 09:37:00,13757,Refused,Yes,18.23,18.84
DEL-10325,DRV-011,2026-09-02 09:37:00,19526,Accepted,Yes,12.24,12.68
DEL-10486,DRV-040,2026-09-02 09:37:00,4243,Refused,No,8.46,8.83
DEL-10466,DRV-030,2026-09-02 09:38:00,7369,Refused,No,18.92,19.74
DEL-10679,DRV-046,2026-09-02 09:38:00,1724,Refused,No,13.36,13.91
DEL-10599,DRV-047,2026-09-02 09:38:00,23503,N/A,No,1.03,1.08
DEL-10552,DRV-016,2026-09-02 09:38:00,24102,Refused,No,8.91,9.29
DEL-10463,DRV-026,2026-09-02 09:38:00,10050,N/A,No,19.41,23.12
DEL-10546,DRV-002,2026-09-02 09:38:00,14568,Refused,Yes,7.37,7.52
DEL-10305,DRV-010,2026-09-02 09:38:00,22719,Refused,Yes,17.12,17.38
DEL-10511,DRV-001,2026-09-02 09:38:00,24509,Accepted,No,17.51,18.13
DEL-10499,DRV-007,2026-09-02 09:38:00,21919,Accepted,No,14.98,15.65
DEL-10478,DRV-029,2026-09-02 09:38:00,10339,Accepted,Yes,7.06,7.14
DEL-10565,DRV-048,2026-09-02 09:39:00,15335,Refused,Yes,7.2,7.29
DEL-10355,DRV-050,2026-09-02 09:39:00,15953,N/A,Yes,12.62,13.1
DEL-10522,DRV-008,2026-09-02 09:39:00,14338,N/A,Yes,19.77,20.35
DEL-10314,DRV-036,2026-09-02 09:39:00,10328,Accepted,Yes,11.3,11.77
DEL-10634,DRV-022,2026-09-02 09:39:00,2115,N/A,No,14.12,14.78
DEL-10754,DRV-014,2026-09-02 09:39:00,7485,N/A,No,13.74,14.34
DEL-10336,DRV-011,2026-09-02 09:39:00,17366,Refused,No,10.47,10.94
DEL-10518,DRV-024,2026-09-02 09:39:00,12684,N/A,Yes,5.76,5.83
DEL-10769,DRV-017,2026-09-02 09:39:00,6442,N/A,Yes,4.69,4.9
DEL-10990,DRV-046,2026-09-02 09:40:00,17266,N/A,Yes,8.3,8.51
DEL-10295,DRV-035,2026-09-02 09:40:00,1699,N/A,Yes,9.99,10.2
DEL-10507,DRV-009,2026-09-02 09:40:00,23810,Refused,Yes,5.74,5.97
DEL-10583,DRV-032,2026-09-02 09:40:00,19035,N/A,No,7.54,7.73
DEL-10406,DRV-010,2026-09-02 09:40:00,17580,Accepted,No,19.73,20.16
DEL-10834,DRV-038,2026-09-02 09:40:00,16293,Accepted,No,17.38,17.6
DEL-10567,DRV-029,2026-09-02 09:40:00,13820,Accepted,No,9.86,10.34
DEL-10704,DRV-047,2026-09-02 09:40:00,11829,N/A,No,5.72,5.81
DEL-10695,DRV-006,2026-09-02 09:40:00,11730,Accepted,Yes,8.08,8.29
DEL-10308,DRV-049,2026-09-02 09:41:00,5011,N/A,No,2.46,2.52
DEL-10644,DRV-039,2026-09-02 09:41:00,16051,N/A,No,9.48,9.71
DEL-10370,DRV-050,2026-09-02 09:41:00,19313,Accepted,Yes,2.7,2.83
DEL-10530,DRV-045,2026-09-02 09:42:00,22074,Refused,Yes,1.51,1.56
DEL-10517,DRV-009,2026-09-02 09:42:00,10391,Accepted,No,17.76,18.0
DEL-10539,DRV-033,2026-09-02 09:42:00,5591,N/A,No,18.5,21.51
DEL-10623,DRV-016,2026-09-02 09:42:00,3087,Refused,Yes,10.05,10.35
DEL-10485,DRV-043,2026-09-02 09:42:00,17792,N/A,No,17.39,17.98
DEL-10737,DRV-004,2026-09-02 09:42:00,8735,Accepted,No,1.25,1.3
DEL-10771,DRV-017,2026-09-02 09:42:00,24276,N/A,No,2.87,3.01
DEL-10765,DRV-047,2026-09-02 09:42:00,865,N/A,Yes,13.31,13.51
DEL-10794,DRV-012,2026-09-02 09:42:00,20227,N/A,Yes,3.99,4.14
DEL-10536,DRV-003,2026-09-02 09:43:00,13540,N/A,No,18.53,19.18
DEL-10414,DRV-013,2026-09-02 09:43:00,12859,N/A,Yes,1.98,2.07
DEL-10547,DRV-037,2026-09-02 09:44:00,16757,Refused,No,12.92,13.08
DEL-10578,DRV-025,2026-09-02 09:44:00,6162,Refused,Yes,13.98,14.63
DEL-10772,DRV-023,2026-09-02 09:44:00,21978,Accepted,Yes,3.44,3.51
DEL-10403,DRV-044,2026-09-02 09:44:00,2095,Accepted,Yes,14.36,14.73
DEL-10468,DRV-020,2026-09-02 09:44:00,22083,Accepted,No,5.6,5.83
DEL-10622,DRV-034,2026-09-02 09:44:00,18047,N/A,No,8.95,9.24
DEL-10761,DRV-005,2026-09-02 09:44:00,16976,Accepted,No,7.8,8.12
DEL-10633,DRV-018,2026-09-02 09:44:00,20758,N/A,No,8.66,8.76
DEL-10626,DRV-028,2026-09-02 09:45:00,22884,Refused,Yes,2.49,2.61
DEL-10755,DRV-014,2026-09-02 09:45:00,23527,N/A,No,11.22,11.62
DEL-10456,DRV-011,2026-09-02 09:45:00,6054,Accepted,No,14.02,14.33
DEL-10652,DRV-043,2026-09-02 09:45:00,12762,N/A,No,19.36,19.78
DEL-10572,DRV-029,2026-09-02 09:45:00,18526,Accepted,Yes,11.56,11.89
DEL-10577,DRV-030,2026-09-02 09:45:00,19305,Refused,No,1.96,2.5
DEL-10317,DRV-036,2026-09-02 09:45:00,3325,Accepted,No,3.47,3.56
DEL-10699,DRV-031,2026-09-02 09:46:00,22729,Refused,Yes,16.24,16.8
DEL-10591,DRV-003,2026-09-02 09:46:00,8122,N/A,Yes,2.71,2.74
DEL-10595,DRV-024,2026-09-02 09:46:00,22196,Refused,Yes,14.39,14.73
DEL-10750,DRV-021,2026-09-02 09:46:00,4215,Refused,No,8.25,8.51
DEL-10660,DRV-043,2026-09-02 09:47:00,6435,Refused,Yes,17.65,18.16
DEL-10411,DRV-010,2026-09-02 09:47:00,2388,N/A,No,16.31,17.1
DEL-10399,DRV-049,2026-09-02 09:47:00,10276,Refused,No,1.43,1.47
DEL-10324,DRV-036,2026-09-02 09:47:00,20980,Refused,Yes,6.21,8.1
DEL-10792,DRV-023,2026-09-02 09:47:00,16297,N/A,Yes,10.25,10.56
DEL-10519,DRV-041,2026-09-02 09:47:00,23419,Accepted,No,6.8,7.05
DEL-10925,DRV-014,2026-09-02 09:47:00,18530,N/A,No,8.13,8.33
DEL-10351,DRV-042,2026-09-02 09:48:00,19455,N/A,Yes,15.88,16.5
DEL-10440,DRV-044,2026-09-02 09:48:00,18294,N/A,Yes,18.59,18.91
DEL-10782,DRV-015,2026-09-02 09:48:00,19820,N/A,No,17.94,18.22
DEL-10544,DRV-045,2026-09-02 09:48:00,16766,Refused,No,1.22,1.45
DEL-10597,DRV-032,2026-09-02 09:48:00,6208,N/A,No,13.33,13.58
DEL-10487,DRV-040,2026-09-02 09:49:00,20700,Refused,Yes,4.28,4.48
DEL-10550,DRV-001,2026-09-02 09:49:00,15958,Refused,No,5.65,5.91
DEL-10986,DRV-038,2026-09-02 09:49:00,23310,N/A,Yes,18.82,19.3
DEL-10395,DRV-050,2026-09-02 09:49:00,21521,N/A,No,3.57,3.66
DEL-10663,DRV-022,2026-09-02 09:49:00,19687,Refused,No,8.06,8.42
DEL-10563,DRV-033,2026-09-02 09:49:00,13422,Accepted,Yes,3.54,3.64
DEL-10374,DRV-035,2026-09-02 09:50:00,4897,N/A,No,10.96,11.19
DEL-10810,DRV-017,2026-09-02 09:50:00,8118,Accepted,No,10.07,10.41
DEL-10752,DRV-019,2026-09-02 09:51:00,6808,Refused,Yes,18.07,18.94
DEL-10508,DRV-044,2026-09-02 09:51:00,5158,N/A,No,8.46,8.76
DEL-10589,DRV-002,2026-09-02 09:51:00,12023,N/A,Yes,14.37,14.84
DEL-10616,DRV-008,2026-09-02 09:51:00,13524,Refused,No,6.86,7.17
DEL-10620,DRV-045,2026-09-02 09:52:00,3308,N/A,No,13.68,14.26
DEL-10587,DRV-048,2026-09-02 09:52:00,7689,N/A,No,2.06,2.39
DEL-10799,DRV-012,2026-09-02 09:52:00,13785,N/A,Yes,10.82,11.31
DEL-10885,DRV-004,2026-09-02 09:52:00,1225,Accepted,Yes,19.42,19.83
DEL-10640,DRV-033,2026-09-02 09:52:00,17679,N/A,Yes,8.66,8.81
DEL-10605,DRV-007,2026-09-02 09:52:00,2077,Refused,No,14.69,15.27
DEL-10581,DRV-025,2026-09-02 09:53:00,7035,N/A,Yes,3.61,3.74
DEL-10637,DRV-029,2026-09-02 09:53:00,11014,Refused,No,15.71,16.25
